name,latitude,longitude,mapUrl,website
Acquaroof,41.9087768,12.4755651,https://www.google.com/maps/search/Acquaroof,+Via+Del+Vantaggio+14,+Roma/@41.9087768,12.4755651,https://www.acquaroof.it/
Acquolina,41.9087683,12.4755721,https://www.google.com/maps/search/Acquolina,+Via+Del+Vantaggio+14,+Roma/@41.9087683,12.4755721,https://www.acquolinaristorante.it/prenotazioni/
All'Oro,41.9138972,12.4728605,https://www.google.com/maps/search/All%27Oro,+Via+Giuseppe+Pisanelli+23+25,+Roma/@41.9138972,12.4728605,https://www.ristorantealloro.it/prenotazioni/
Angelo Sabatelli,40.8500528,17.1226182,https://www.google.com/maps/search/Angelo+Sabatelli,+Via+Santa+Chiara+1%2F3%2F5,+Putignano+%28BA%29/@40.8500528,17.1226182,https://www.angelosabatelliristorante.com/it/prenotazioni/
Antonello Colonna Resort & Spa,41.7826276,12.8741349,https://www.google.com/maps/search/Antonello+Colonna+Resort+%26+Spa,+Via+Di+Valle+Fredda+52,+Labico+%28RM%29/@41.7826276,12.8741349,https://antonellocolonna.it/resort-spa/ristorante/
Aroma,41.8901781,12.4955196,https://www.google.com/maps/search/Aroma,+Via+Labicana+125,+Roma/@41.8901781,12.4955196,https://www.manfredihotels.com/en/aroma/
Atto di Vito Mollica,43.7715125,11.2573904,https://www.google.com/maps/search/Atto+di+Vito+Mollica,+Via+del+Corso+6,+Firenze/@43.7715125,11.2573904,http://www.attodivitomollica.com/
NEW
Beef Bar,45.4681379,9.1975063,https://www.google.com/maps/search/Beef+Bar,+Corso+Venezia+11,+Milano/@45.4681379,9.1975063,https://beefbar.com/milano/#reservations
Cannavacciuolo Bistrot,45.0627167,7.7009278,https://www.google.com/maps/search/Cannavacciuolo+Bistrot,+Via+Umberto+Cosmo+6,+Torino/@45.0627167,7.7009278,https://www.cannavacciuolobistrot.it/torino/en/prenota/
Casa Perbellini,45.442293,10.9774963,https://www.google.com/maps/search/Casa+Perbellini,+Piazza+San+Zeno+16,+Verona/@45.442293,10.9774963,https://www.casaperbellini.com/it/prenota/
Ceresio 7,45.4834503,9.1803857,https://www.google.com/maps/search/Ceresio+7,+Via+Ceresio+7,+Milano/@45.4834503,9.1803857,https://www.ceresio7.com/prenota-tavolo.php
Confusion Porto Cervo,41.1345454,9.5375335,https://www.google.com/maps/search/Confusion+Porto+Cervo,+Promenade+Du+Port+Via+Aga+Khan+1,+Porto+Cervo+%28SS%29/@41.1345454,9.5375335,https://www.confusion-restaurant.com/it/reservation/
Cracco Portofino,44.3024367,9.2102634,https://www.google.com/maps/search/Cracco+Portofino,+Molo+Umberto+I+9,+Portofino+%28GE%29/@44.3024367,9.2102634,tel:0185 1636026
NEW
Da Pierluigi,41.8967926,12.4686819,https://www.google.com/maps/search/Da+Pierluigi,+Piazza+de%27+Ricci+144,+Roma/@41.8967926,12.4686819,https://www.pierluigi.it/reservations/
Da Vittorio,45.6775555,9.7715007,https://www.google.com/maps/search/Da+Vittorio,+Via+Cantalupa+17,+Brusaporto+%28BG%29/@45.6775555,9.7715007,https://www.davittorio.com/ristoranti/da-vittorio.html
Don Alfonso 1890,40.608024,14.373799,https://www.google.com/maps/search/Don+Alfonso+1890,+Corso+Sant%27Agata+11%2F13,+Sant%27Agata+Sui+Due+Golfi+Massa+Lubrense+%28NA%29/@40.608024,14.373799,https://www.donalfonso.com/it/hotel-con-ristorante-costiera-sorrentina
Duomo,36.926756,14.741571,https://www.google.com/maps/search/Duomo,+Via+Capitano+Bocchieri+31,+Ragusa/@36.926756,14.741571,http://www.cicciosultano.it/prenota-un-tavolo-2/
George Restaurant,40.8371804,14.2301047,https://www.google.com/maps/search/George+Restaurant,+C.So+Vittorio+Emanuele+135,+Napoli/@40.8371804,14.2301047,https://module.lafourchette.com/it_IT/module/479687-258d6#/3056073/pdh
Gucci Osteria Da Massimo Bottura,43.769737,11.2568188,https://www.google.com/maps/search/Gucci+Osteria+Da+Massimo+Bottura,+Piazza+Della+Signoria+10,+Firenze/@43.769737,11.2568188,https://www.gucciosteria.com/it/florence/reservation
Harry's Bar,45.4324341,12.337203,https://www.google.com/maps/search/Harry%27s+Bar,+San+Marco+1323,+Venezia/@45.4324341,12.337203,https://www.cipriani.com/it/harrys-bar
Harry's Piccolo,45.6497164,13.7674774,https://www.google.com/maps/search/Harry%27s+Piccolo,+Piazza+Unita%27+D%27Italia+2,+Trieste/@45.6497164,13.7674774,https://www.harrystrieste.it/it/harrys-piccolo/
I Portici,44.5019187,11.3448423,https://www.google.com/maps/search/I+Portici,+Via+Dell%27+Indipendenza+69,+Bologna/@44.5019187,11.3448423,https://www.iporticihotel.com/prenota-ristorante/
Idylio,41.8980272,12.4760083,https://www.google.com/maps/search/Idylio,+Via+Di+Santa+Chiara+4,+Roma/@41.8980272,12.4760083,https://www.thepantheonhotel.com/idylio-by-apreda/
Il Giglio,43.8411047,10.503283,https://www.google.com/maps/search/Il+Giglio,+Piazza+del+Giglio+2,+Lucca/@43.8411047,10.503283,https://www.ristorantegiglio.com/
Imago,41.905973,12.4840332,https://www.google.com/maps/search/Imago,+Piazza+Trinita%27+Dei+Monti+6,+Roma/@41.905973,12.4840332,https://www.hotelhasslerroma.com/it/ristoranti-bar/imago
La Bandiera,42.3695737,13.9083974,https://www.google.com/maps/search/La+Bandiera,+Contrada+Pastine+32,+Civitella+Casanova+%28PE%29/@42.3695737,13.9083974,https://www.labandiera.it/prenota/
La Caravella,40.6338833,14.6018881,https://www.google.com/maps/search/La+Caravella,+Via+Camera+12,+Amalfi+%28SA%29/@40.6338833,14.6018881,https://www.ristorantelacaravella.it/prenota/
La Madonnina Del Pescatore,43.6816888,13.2800661,https://www.google.com/maps/search/La+Madonnina+Del+Pescatore,+Via+L.+Mare+Italia+11,+Senigallia+%28AN%29/@43.6816888,13.2800661,https://madonninadelpescatore.superbexperience.com/
La Torre Del Saracino,40.6606117,14.4196366,https://www.google.com/maps/search/La+Torre+Del+Saracino,+Via+Torretta+9,+Vico+Equense+%28NA%29/@40.6606117,14.4196366,http://www.torredelsaracino.it/prenota.php
Langosteria,45.4556502,9.1685857,https://www.google.com/maps/search/Langosteria,+Via+Savona+10,+Milano/@45.4556502,9.1685857,http://www.langosteria.com/it/langosteria
Langosteria Bistrot,45.4553894,9.1710514,https://www.google.com/maps/search/Langosteria+Bistrot,+Via+Privata+Bobbio+2,+Milano/@45.4553894,9.1710514,https://www.langosteria.com/en/langosteria-bistrot
Langosteria Cafè,45.4647886,9.1951716,https://www.google.com/maps/search/Langosteria+Caf%C3%A8,+Galleria+del+corso+4,+Milano/@45.4647886,9.1951716,https://www.langosteria.com/en/langosteria-cafe
Langosteria Santa Margherita,44.3115777,9.2094063,https://www.google.com/maps/search/Langosteria+Santa+Margherita,+Via+paraggi+a+mare+1,+Santa+Margherita+Ligure+%28GE%29/@44.3115777,9.2094063,https://www.langosteria.com/en/langosteria-paraggi
Le Calandre,45.4216782,11.8096161,https://www.google.com/maps/search/Le+Calandre,+Via+Liguria+1,+Sarmeola+Di+Rubano+%28PD%29/@45.4216782,11.8096161,https://alajmo.it/en/pages/booking-le-calandre
MEC Restaurant,38.1139585,13.3573164,https://www.google.com/maps/search/MEC+Restaurant,+Via+Vittorio+Emanuele+452,+Palermo/@38.1139585,13.3573164,https://www.mecrestaurant.it/
Ora D'Aria,43.76845,11.25483,https://www.google.com/maps/search/Ora+D%27Aria,+Via+De+Georgofili+11R,+Firenze/@43.76845,11.25483,https://www.oradariaristorante.com/prenotazione/
Osteria del Forte,39.2135929,9.1218507,https://www.google.com/maps/search/Osteria+del+Forte,+Vico+Logudoro+1,+Cagliari/@39.2135929,9.1218507,https://www.palazzodoglio.com/ristoranti-e-bar/
per me Giulio Terrinoni,41.897325,12.4675293,https://www.google.com/maps/search/per+me+Giulio+Terrinoni,+Vicolo+del+Malpasso+9,+Roma/@41.897325,12.4675293,https://www.giulioterrinoni.it/contatti-3/
Ristorante Berton,45.4819694,9.1943259,https://www.google.com/maps/search/Ristorante+Berton,+Via+Mike+Bongiorno+13,+Milano/@45.4819694,9.1943259,https://berton.netfood.cloud/#/app/home
Ristorante Cracco,45.4652859,9.1899153,https://www.google.com/maps/search/Ristorante+Cracco,+Galleria+Vittorio+Emanuele+Ii+11,+Milano/@45.4652859,9.1899153,https://www.ristorantecracco.it/
Taverna Estia,40.9083405,14.4231278,https://www.google.com/maps/search/Taverna+Estia,+Via+Guido+De+Ruggiero+108,+Brusciano+%28NA%29/@40.9083405,14.4231278,tel:+39 081 5199633
Terrazza Gallia,45.4854813,9.2015995,https://www.google.com/maps/search/Terrazza+Gallia,+Piazza+Duca+D%27+Aosta+9,+Milano/@45.4854813,9.2015995,https://www.terrazzagallia.com/it/
The Cook,44.4086833,8.9331361,https://www.google.com/maps/search/The+Cook,+Vico+Filarmonica+9R,+Genova/@44.4086833,8.9331361,https://thecookrestaurant.com/contatti/
Zuma,41.9044648,12.4783225,https://www.google.com/maps/search/Zuma,+Via+Fontanella+Di+Borghese+48,+Roma/@41.9044648,12.4783225,https://zumarestaurant.com/book/?loc=rome
